"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Acabei de assistir avengers infinite war e no t bem. 
T tudo bugado aqui na minha mente, eu no t bem /7I2RFD0Ne3",FALSE,0,NA,2018-05-08 01:28:41,FALSE,NA,"993663948724604929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SraBonnuci",0,FALSE,FALSE,NA,NA
"Justifying every characters' actions in Avengers Infinity War with ""it's all part of the 1 successful scenario of 1 /N1wKBfdj3G",FALSE,0,NA,2018-05-08 00:54:04,TRUE,NA,"993655238753247232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WhittyPosts",0,FALSE,FALSE,NA,NA
"/U9p864CCMm  #Avengers: Infinity War | ""Infinite Power"" Gauntlet OtterBox Symmetry iPhone 8 Plus/7 Plus Case by #infinitywar",FALSE,0,NA,2018-05-08 00:48:42,FALSE,NA,"993653887113580544",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","Art_by_ilmagat",0,FALSE,FALSE,NA,NA
"RT @TheBonusHours: get Between Profound &amp; Profane on the Disney tent  pole action movies, things that might be fun to see in ""Alternate  Un",FALSE,0,NA,2018-05-08 00:29:52,FALSE,NA,"993649147017334784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hypogreatshow",10,TRUE,FALSE,NA,NA
"Ainda impactado com Avengers Infinite War",FALSE,0,NA,2018-05-07 23:46:45,FALSE,NA,"993638296000565248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlexandreThorne",1,FALSE,FALSE,NA,NA
"Avengers Infinite War, bom filme",FALSE,0,NA,2018-05-07 23:33:46,FALSE,NA,"993635029258555397",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ja1zaum",0,FALSE,FALSE,NA,NA
"AVENGERS INFINITE WAR LTM MODE TOMORROW!: /Sai9b5kJzl via @YouTube",FALSE,0,NA,2018-05-07 23:32:49,FALSE,NA,"993634788987756544",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Buster_90",0,FALSE,FALSE,NA,NA
"Hi Adam  I watched infinite war avengers!!! :3",FALSE,0,NA,2018-05-07 22:25:17,FALSE,NA,"993617797040234496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Christo07068212",0,FALSE,FALSE,NA,NA
"Avengers:infinite war   (@ Cinescape in Salmiya, Kuwait, Hawalli Governorate) /f650s0E9v5",FALSE,0,NA,2018-05-07 21:08:17,FALSE,NA,"993598417585786880",NA,"<a href=""https://www.swarmapp.com"" rel=""nofollow"">Foursquare Swarm</a>","mohammed56_",0,FALSE,FALSE,"48.06618106","29.33946338"
"He visto Avengers Infinite War. Me ha gustado. Hay una idea interesantsima, que no quiero spoilear PERO...",FALSE,2,NA,2018-05-07 20:17:14,FALSE,NA,"993585571028140034",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","mireia__p",0,FALSE,FALSE,NA,NA
"RT @TheHashtag0nist: I sat down for #TheHashcast with @sblomkamp @ItsSofiaH @JimmyGood013 and @pttsonev to discuss and spoil The Avengers:",FALSE,0,NA,2018-05-07 20:14:39,FALSE,NA,"993584918646083584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ItsSofiaH",6,TRUE,FALSE,NA,NA
"AVENGERS INFINITE WAR COMING SOON @SAVEPLANETVEGET /JdTM2yPthq",FALSE,2,NA,2018-05-07 20:11:53,FALSE,NA,"993584224950251521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SAVEPLANETVEGET",0,FALSE,FALSE,NA,NA
"um tanto decepcionante Avengers: Infinite War, porm pensando especificamente no universo da Marvel Studios onde es /AkYolRJY5K",FALSE,0,NA,2018-05-07 19:58:34,TRUE,NA,"993580870685650944",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","almeidacarai",0,FALSE,FALSE,NA,NA
"@joss Did you watch Infinite War??? That's the TRUE Thor, not that weak and supporting character you've turned into /L9p0FYJgVJ",FALSE,0,"joss",2018-05-07 19:56:57,TRUE,NA,"993580464505049088","776198324747575297","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TilapiaItaliana",0,FALSE,FALSE,NA,NA
"Ready?? Fortnite battle royale x avengers infinite war /XYZMZjYzrb",FALSE,0,NA,2018-05-07 19:46:19,FALSE,NA,"993577789486968833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Agustin53170498",0,FALSE,FALSE,NA,NA
"RT @TheHashtag0nist: I sat down for #TheHashcast with @sblomkamp @ItsSofiaH @JimmyGood013 and @pttsonev to discuss and spoil The Avengers:",FALSE,0,NA,2018-05-07 19:35:48,FALSE,NA,"993575143459999744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mistermegative",6,TRUE,FALSE,NA,NA
"RT @TheHashtag0nist: I sat down for #TheHashcast with @sblomkamp @ItsSofiaH @JimmyGood013 and @pttsonev to discuss and spoil The Avengers:",FALSE,0,NA,2018-05-07 19:35:44,FALSE,NA,"993575125789364224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanLehmann3",6,TRUE,FALSE,NA,NA
"RT @TheHashtag0nist: I sat down for #TheHashcast with @sblomkamp @ItsSofiaH @JimmyGood013 and @pttsonev to discuss and spoil The Avengers:",FALSE,0,NA,2018-05-07 19:35:06,FALSE,NA,"993574966477164549",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GoCritical",6,TRUE,FALSE,NA,NA
"Dr Strange: mujhe lagta hai jab tak India se Krrish aur /7ApD9ht458",FALSE,0,NA,2018-05-07 19:20:47,TRUE,NA,"993571362261295104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PehchanaMujhe",0,FALSE,FALSE,NA,NA
"@realDonaldTrump this is starting to look like avengers infinite war.",FALSE,0,"realDonaldTrump",2018-05-07 19:18:32,FALSE,"993562242124865536","993570799146618881","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","559byron1",0,FALSE,FALSE,NA,NA
"@khmemoria Dsol j'tais au cin voir Avengers Infinite war au moment du live ",FALSE,0,"khmemoria",2018-05-07 19:12:44,FALSE,"993533776746700800","993569338480263169","2820895281","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lesamurais99",0,FALSE,FALSE,NA,NA
"Today is been awesome for marvel news, The new @LukeCage season 2 trailer, @Avengers Infinite war and @FortniteGame /1ePbSsE4E0",FALSE,1,NA,2018-05-07 19:08:19,TRUE,NA,"993568227287556096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","killernat1234_",0,FALSE,FALSE,NA,NA
"RT @Longreads: ""What these heroes are fighting, in the end, is themselves."" @Avengers @Marvel @nplusonemag /KpdCDpjCdF",FALSE,0,NA,2018-05-07 18:59:57,FALSE,NA,"993566122694856705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ceorellana8",13,TRUE,FALSE,NA,NA
"""Avengers: Infinity War DVD and Blu-ray release date is estimated for August 2018.""

&gt; see the infinite stream of m /gyGPOEU7aD",FALSE,0,NA,2018-05-07 18:58:02,TRUE,NA,"993565636931522560",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","iyub",0,FALSE,FALSE,NA,NA
"@kennylefou Ce sera un nouveau mode de jeu demain c des personnes qui travaille  infinite war sur avengers est c d /Knf3ARPmGX",FALSE,9,"kennylefou",2018-05-07 16:18:52,TRUE,"993525158211215361","993525584797097985","2993811384","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FanDuPSG911",0,FALSE,FALSE,NA,NA
"RT @Longreads: ""What these heroes are fighting, in the end, is themselves."" @Avengers @Marvel @nplusonemag /KpdCDpjCdF",FALSE,0,NA,2018-05-07 16:09:41,FALSE,NA,"993523271780925442",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","b8zs",13,TRUE,FALSE,NA,NA
"RT @SuperheroNewsCB: Thanos is coming to Fortnite with Avengers: Infinity War crossover /CwFzadHDpx",FALSE,0,NA,2018-05-07 15:40:09,FALSE,NA,"993515838224429056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Batman_Infinite",16,TRUE,FALSE,NA,NA
"Pues toca Avengers:Infinite War  /jVFPhLOafZ",FALSE,0,NA,2018-05-07 15:33:27,FALSE,NA,"993514151665336326",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeChuckVCF",0,FALSE,FALSE,NA,NA
"I sat down for #TheHashcast with @sblomkamp @ItsSofiaH @JimmyGood013 and @pttsonev to discuss and spoil The Avenger /LlXveria3a",FALSE,20,NA,2018-05-07 15:00:04,TRUE,NA,"993505754207391745",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheHashtag0nist",6,FALSE,FALSE,NA,NA
"RT @Longreads: ""What these heroes are fighting, in the end, is themselves."" @Avengers @Marvel @nplusonemag /KpdCDpjCdF",FALSE,0,NA,2018-05-07 14:37:42,FALSE,NA,"993500122607751171",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ayan__Ray",13,TRUE,FALSE,NA,NA
"Finally gonna get to see Avengers Infinite War with my sister in 3D tonight. Ohhhhh boy!",FALSE,0,NA,2018-05-07 14:27:51,FALSE,NA,"993497643803398149",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HeyImWillie",0,FALSE,FALSE,NA,NA
" 
/vmU3S3dyHg",FALSE,1,NA,2018-05-07 14:22:48,FALSE,NA,"993496374871195650",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dinnewstv",0,FALSE,FALSE,NA,NA
"RT @Longreads: ""What these heroes are fighting, in the end, is themselves."" @Avengers @Marvel @nplusonemag /KpdCDpjCdF",FALSE,0,NA,2018-05-07 14:20:21,FALSE,NA,"993495757859835904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","karmakosmische",13,TRUE,FALSE,NA,NA
"RT @Longreads: ""What these heroes are fighting, in the end, is themselves."" @Avengers @Marvel @nplusonemag /KpdCDpjCdF",FALSE,0,NA,2018-05-07 14:18:37,FALSE,NA,"993495320096014337",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nplusonemag",13,TRUE,FALSE,NA,NA
"@Ryan_Socks @ultradavid You could probably teach a whole college course on management of IP using just the two exam /K7VVf2qvYb",FALSE,1,"Ryan_Socks",2018-05-07 13:57:40,TRUE,"992792390212734976","993490046954147840","37038936","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thebodypartsboy",0,FALSE,FALSE,NA,NA
"Le ""guerre infinite"" Marvel dominano al botteghino globale 
UN SUCCESSO GLOBALEPER IL FILM MARVEL AVENGERS: INFINI /KMTVcOygtU",FALSE,0,NA,2018-05-07 13:40:43,TRUE,NA,"993485783762948096",NA,"<a href=""http://www.afnews.info"" rel=""nofollow"">ggtw</a>","gianfrancogoria",0,FALSE,FALSE,NA,NA
"Le ""guerre infinite"" Marvel dominano al botteghino globale 
UN SUCCESSO GLOBALEPER IL FILM MARVEL AVENGERS: INFINI /cKDVm1Yivq",FALSE,0,NA,2018-05-07 13:40:41,TRUE,NA,"993485774464176129",NA,"<a href=""http://www.afnews.info/wordpress/"" rel=""nofollow"">afnews2tw</a>","afnewsinfo",0,FALSE,FALSE,NA,NA
"@cedubeton Marvel about Avengers Infinite War: it's the most etc. etc.",FALSE,1,"cedubeton",2018-05-07 13:31:07,FALSE,"993416603810320384","993483369454456832","53136725","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","parrainjules",0,FALSE,FALSE,NA,NA
"RT @brooksagnew: @DallasIrey @goofballgeorge @martinl30346020 @sandy45_46 @GeanineC @jlw8375309 @carolpeek @USAlovesTrumpz @DonHensarling @",FALSE,0,NA,2018-05-07 12:07:44,FALSE,NA,"993462382243532800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","carolpeek",1,TRUE,FALSE,NA,NA
"RT @Longreads: ""What these heroes are fighting, in the end, is themselves."" @Avengers @Marvel @nplusonemag /KpdCDpjCdF",FALSE,0,NA,2018-05-07 11:59:47,FALSE,NA,"993460383355736065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ardennl",13,TRUE,FALSE,NA,NA
"I liked a @YouTube video /nwNFjUvalc Infinity War of Infinite Avengers",FALSE,0,NA,2018-05-07 10:43:57,FALSE,NA,"993441300203515905",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","MDraco",0,FALSE,FALSE,NA,NA
"RT @Longreads: ""What these heroes are fighting, in the end, is themselves."" @Avengers @Marvel @nplusonemag /KpdCDpjCdF",FALSE,0,NA,2018-05-07 10:28:50,FALSE,NA,"993437494053031937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","desireegrace",13,TRUE,FALSE,NA,NA
"Avengers Infinite War: A Type and a Shadow /1R9BVrnKNm",FALSE,0,NA,2018-05-07 10:12:14,FALSE,NA,"993433315586719744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aussie_Anzac",0,FALSE,FALSE,NA,NA
"RT @HunKim: Infinity War of Infinite Avengers /bMiM0izHse via @YouTube",FALSE,0,NA,2018-05-07 08:08:49,FALSE,NA,"993402260024573952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joepark89",1,TRUE,FALSE,NA,NA
"I may not, may just have seen #infinitywar but I think  #Thanos aka Obadiah Stane! #notaspoiler yet...Ill wait fo /9WjUogma2Z",FALSE,0,NA,2018-05-07 07:27:31,TRUE,NA,"993391865570328577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viliutahhomes",0,FALSE,FALSE,NA,NA
"paar dagen verder, ben nog steeds onder de indruk van Black Panther en Avengers : Infinite War.",FALSE,3,NA,2018-05-07 07:03:14,FALSE,NA,"993385754398257153",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ins0mnia",0,FALSE,FALSE,NA,NA
